cpg,PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80
cg17571782,0.6436306,0.6614698,0.1587929,0.1168193,0.7005535,0.7276923,0.7253843,0.7159663,0.1104837,0.6826372,0.1084152,0.7134051,0.6842478,0.6750137,0.7105249,0.7280126,0.6970988,0.6465055,0.6635589,0.7185717,0.7222009,0.7209318,0.7328543,0.6629155,0.6908963,0.7063334,0.6992517,0.7152799,0.1011151,0.106961,0.1400792,0.1144341,0.1218984,0.6873841,0.6690891,0.1376027,0.1110175,0.7520146,0.7335038,0.7072009,0.7060792,0.6964869,0.6742974,0.6874844,0.1166637,0.7413449,0.1367297,0.6992671,0.6766211,0.7272052,0.1261354,0.6895635,0.123925,0.7189737,0.7149764,0.09611534,0.7174932,0.6690536,0.1108472,0.748072,0.1123806,0.6589558,0.7210888,0.6925866,0.7159874,0.6564494,0.6596624,0.1582678,0.1521455,0.1584512,0.7528672,0.645603,0.6618592,0.7086748,0.6880372,0.69482,0.7326218,0.1413811,0.1156605
cg17590101,0.6857229,0.7130955,0.1463052,0.1289844,0.7237669,0.7582675,0.7972432,0.7715459,0.114094,0.7313773,0.07758977,0.7253934,0.745361,0.7426692,0.7503738,0.7172339,0.7444516,0.7277941,0.7217782,0.7387387,0.7249883,0.744864,0.7283,0.6940364,0.7044748,0.7533303,0.7488416,0.7185329,0.2157171,0.09575472,0.09791922,0.08122046,0.1895492,0.7455273,0.7391196,0.1537789,0.179803,0.7723885,0.8086434,0.7178236,0.6407413,0.7033639,0.7575246,0.7392316,0.1407011,0.7554517,0.1746623,0.7463054,0.7381308,0.7565496,0.1263705,0.7772631,0.1241379,0.7808481,0.7760583,0.1146026,0.7633672,0.7479749,0.1408661,0.6744684,0.1596267,0.7338388,0.7525306,0.7423198,0.7605298,0.712164,0.7095019,0.1815708,0.1179673,0.1681799,0.751089,0.7150581,0.7239745,0.7273218,0.7325247,0.7293537,0.7398395,0.1512195,0.1201427
cg17623720,0.8288177,0.8495145,0.889017,0.1086956,0.8781977,0.8683496,0.9029281,0.8985075,0.1838006,0.8665048,0.89309,0.8473154,0.1785714,0.8669276,0.8278454,0.8864055,0.3333333,0.8520217,0.8688524,0.9095032,0.2138728,0.3157895,0.8755083,0.8443114,0.8832898,0.8499296,0.2058824,0.8544943,0.8393536,0.3241895,0.8739328,0.8456813,0.8749372,0.8664799,0.8317121,0.8531706,0.8925472,0.9089327,0.9385262,0.8719338,0.8425768,0.2068063,0.8049033,0.8528138,0.8854311,0.835742,0.7425008,0.7974628,0.9171919,0.8937649,0.2580645,0.9112873,0.8706689,0.8907582,0.8886263,0.8609784,0.8888111,0.8411838,0.8909091,0.8655856,0.9062082,0.910687,0.8912668,0.8478827,0.8367225,0.8242188,0.05521473,0.04913295,0.2328042,0.8561988,0.8996798,0.8346084,0.3231084,0.7956989,0.8666233,0.8385764,0.8824298,0.8891455,0.8452343
cg17635970,0.6427121,0.9170912,0.9216978,0.9297082,0.9263856,0.92928,0.9223862,0.9551369,0.9244723,0.6890866,0.629931,0.9179471,0.9365487,0.9388269,0.9070058,0.9097918,0.8866935,0.929472,0.9176751,0.938881,0.9061911,0.7008621,0.6756385,0.6349874,0.6407918,0.6378752,0.6561501,0.6963815,0.6742834,0.9319879,0.6744719,0.6378583,0.6613212,0.9186211,0.6688207,0.08603896,0.67,0.6925104,0.9499304,0.9105225,0.9183159,0.6736374,0.6817227,0.6666667,0.9225408,0.8584235,0.686725,0.918304,0.07797072,0.6975178,0.9340677,0.9422336,0.9128423,0.07620164,0.08162519,0.9106959,0.6738344,0.9349113,0.6794568,0.9434595,0.677973,0.9255602,0.9256477,0.6916747,0.6655936,0.9019994,0.9114456,0.890598,0.9280485,0.6999089,0.06718507,0.06569825,0.8942724,0.06798373,0.07513531,0.08062375,0.9191154,0.6771291,0.8998856
cg17670641,0.6227331,0.6432665,0.1122853,0.148155,0.6566875,0.7151721,0.7161905,0.6753608,0.09324886,0.619756,0.06353468,0.6223381,0.6647938,0.6762674,0.6928847,0.5952283,0.6590571,0.6701608,0.629525,0.6845347,0.6519861,0.6682499,0.6341838,0.6101547,0.6331355,0.6557241,0.6462813,0.6374157,0.08848697,0.1261745,0.1229868,0.103557,0.1276123,0.6476191,0.6599335,0.104484,0.1208318,0.7114385,0.6813021,0.66941,0.611585,0.6549282,0.6422772,0.6210824,0.1146268,0.6669853,0.1195571,0.6263341,0.6277674,0.6672326,0.1308537,0.6727642,0.08481073,0.6968483,0.6982244,0.1095335,0.6904122,0.6450297,0.1022006,0.6911599,0.0921649,0.7035497,0.7231089,0.6627141,0.6835065,0.6247479,0.6299694,0.1268135,0.113926,0.1426443,0.674206,0.6103817,0.6246051,0.5989128,0.5957973,0.6894936,0.6571716,0.1062356,0.1056013
cg17671604,0.07041527,0.7814746,0.1015007,0.7922078,0.8222812,0.5883271,0.5911781,0.8290188,0.06259523,0.8017412,0.780411,0.7895285,0.0647482,0.8381563,0.5461829,0.5035847,0.4762644,0.05794052,0.8117523,0.8028421,0.545438,0.533712,0.7930269,0.7678697,0.5096768,0.07074887,0.8004853,0.4960091,0.789886,0.7996107,0.5406049,0.7783698,0.5330704,0.5486388,0.5702153,0.7960179,0.8157257,0.8281114,0.8613164,0.5094275,0.5265598,0.5321987,0.5398582,0.5253524,0.5578046,0.8282951,0.7212739,0.7912145,0.06950934,0.8084694,0.07674858,0.8372073,0.5682446,0.5772453,0.07712009,0.8160896,0.5451895,0.5397022,0.539097,0.5476698,0.8184435,0.5707792,0.06249174,0.1032711,0.5394449,0.780014,0.07652096,0.08658303,0.7498962,0.5920618,0.8270029,0.4923279,0.5162175,0.523421,0.5310972,0.06674823,0.07531603,0.7848603,0.7711838
cg17671621,0.9355462,0.1489362,0.6980946,0.9359208,0.1680434,0.7280807,0.7461595,0.9573124,0.6751511,0.9309719,0.6959662,0.6661359,0.9414105,0.9521016,0.1065292,0.9031061,0.9325124,0.7024274,0.9304674,0.9456717,0.1033197,0.1046779,0.7025461,0.9499633,0.648272,0.7008086,0.6858159,0.6595414,0.0860119,0.9443861,0.711501,0.1415663,0.1048538,0.6650538,0.7101307,0.9389671,0.9530073,0.9406393,0.7419462,0.6080391,0.9354278,0.7013161,0.7180668,0.7099615,0.9341522,0.9325466,0.1528861,0.92305,0.6703337,0.9250612,0.7126191,0.7161147,0.9365013,0.9504255,0.7075709,0.9359747,0.7143847,0.09261745,0.9403172,0.949146,0.733861,0.1169451,0.1241424,0.6889172,0.9337559,0.9203169,0.1267474,0.1786744,0.9266186,0.7251041,0.9551797,0.9276581,0.9184239,0.6727936,0.7186472,0.9336237,0.9465804,0.6954709,0.9389623
cg17691521,0.6334473,0.5612144,0.021381,0.02874489,0.6379721,0.64585,0.6233867,0.5645854,0.01213408,0.5861289,0.0032543,0.6071832,0.6020032,0.4744702,0.5937386,0.5253408,0.4032321,0.3595962,0.6138082,0.5572928,0.5979035,0.6130764,0.6159357,0.5705795,0.5443002,0.6265953,0.4068341,0.444285,0.01937244,0.008078231,0.02970041,0.03044544,0.02712946,0.5694154,0.4683658,0.01163188,0.02072937,0.4477347,0.5697365,0.6077406,0.5830423,0.5877752,0.5846959,0.4991544,0.006455183,0.4949961,0.03462247,0.6300078,0.535136,0.5244028,0.01512007,0.4653268,0.01084403,0.446838,0.5693518,0.0241442,0.5978351,0.4621407,0.01384916,0.5877419,0.003759399,0.5903078,0.5010818,0.4238356,0.4924941,0.5948524,0.5102177,0.01788526,0.008403362,0.02701562,0.6027448,0.5872023,0.3023795,0.6847802,0.4107365,0.5931867,0.5818955,0.01535709,0.002529724
cg17699276,0.072044,0.07310575,0.1101894,0.07993967,0.744656,0.07721373,0.08860958,0.08459365,0.06812933,0.06245614,0.07412791,0.0708134,0.740597,0.6439928,0.06840202,0.05604831,0.6295722,0.07484803,0.05784628,0.7612677,0.07693697,0.666361,0.08805999,0.06620405,0.7385228,0.07399618,0.07622812,0.08517662,0.7218163,0.07519326,0.7541335,0.06373962,0.7076074,0.7403938,0.09621523,0.07594725,0.7398818,0.7505935,0.7750291,0.06796511,0.07500459,0.06541901,0.7306177,0.7281164,0.08650733,0.07582127,0.76277,0.07133192,0.7473511,0.07859649,0.08719346,0.7501034,0.09790824,0.08743274,0.07965984,0.7241803,0.05264024,0.07461435,0.0759808,0.07304412,0.08318521,0.08755916,0.07919095,0.9367775,0.6450716,0.111253,0.07452996,0.08350445,0.09093481,0.08865639,0.7564795,0.6912729,0.6196501,0.07631537,0.0835757,0.0898532,0.08616638,0.08602987,0.07278021
cg17731486,0.5855856,0.6857619,0.1441478,0.09439003,0.6588172,0.5929204,0.7212291,0.6613831,0.1347411,0.6523093,0.07730467,0.6849684,0.6642383,0.6685324,0.7354651,0.6486893,0.6502368,0.6130895,0.6522403,0.6848421,0.6792924,0.6622707,0.6690274,0.6642745,0.6692833,0.6672339,0.652903,0.6556304,0.1102498,0.1254692,0.07746127,0.1087297,0.1236559,0.6877573,0.7031721,0.1540443,0.1157091,0.70923,0.6499539,0.5578699,0.6816304,0.6953355,0.665612,0.6574038,0.1004566,0.7057522,0.1353175,0.650232,0.6405694,0.6896552,0.1025386,0.7254839,0.1319001,0.715224,0.7090881,0.1169464,0.7162799,0.713878,0.1013395,0.6934885,0.1351351,0.6858414,0.6423874,0.6669192,0.6831864,0.6557891,0.6628405,0.1176987,0.09622787,0.07188778,0.7018356,0.625226,0.6371355,0.6698927,0.6147282,0.6693504,0.6611259,0.1134283,0.09513467
cg17736560,0.5660543,0.5687088,0.003469927,0.008859358,0.5640494,0.5647668,0.5720073,0.5773253,0.002561288,0.5782375,0.01539069,0.5558295,0.5764634,0.5452998,0.5737128,0.5025856,0.562972,0.5355344,0.5716953,0.5948798,0.5578989,0.564142,0.5207475,0.5446635,0.5421536,0.5513638,0.5022393,0.574447,0.01358523,0.0233298,0.01498847,0.003554502,0.01201975,0.5623578,0.5528988,0.01640625,0.00627138,0.5596507,0.5884799,0.4968571,0.5500221,0.5549809,0.5571197,0.5397164,0.01594621,0.532854,0.0416429,0.5709404,0.5649607,0.5292143,0.02175318,0.5193442,0.0276824,0.562103,0.5686113,0.01457663,0.5558159,0.5358429,0.009696187,0.5510601,0.0162103,0.5221757,0.5391211,0.5511888,0.550917,0.5843003,0.5773958,0.01434933,0.01776437,0.009409046,0.5643428,0.5173697,0.5807257,0.5653344,0.5528051,0.5432361,0.5516286,0.03148038,0.03723595
cg17738613,0.6458173,0.6768006,0.6875212,0.9131436,0.9258839,0.7406685,0.7139953,0.7601224,0.9153587,0.9005031,0.9102934,0.1256253,0.6751236,0.6932215,0.7006665,0.9076779,0.6536851,0.6403472,0.6949907,0.9115297,0.1215659,0.09159347,0.1301205,0.6704663,0.9048843,0.9105293,0.9054264,0.9001179,0.9101095,0.920361,0.9313369,0.09058823,0.6814159,0.7047776,0.8958858,0.1485549,0.7180758,0.9256741,0.9276331,0.7138618,0.6627483,0.6878814,0.9205608,0.6711323,0.08327781,0.9364722,0.9222032,0.7291428,0.1028501,0.9116073,0.9195046,0.1307578,0.7070828,0.9370277,0.7281649,0.9119415,0.9205968,0.6959223,0.9199716,0.6995258,0.1400128,0.7254151,0.9175079,0.8974203,0.8908554,0.6302706,0.6884449,0.8969787,0.6879017,0.6796396,0.7145725,0.8950123,0.6527621,0.915062,0.6856835,0.913577,0.9221007,0.916819,0.9053825
cg17758583,0.6879002,0.7433794,0.1648164,0.1731449,0.7460809,0.6872685,0.750457,0.7634491,0.11167,0.7149123,0.08333334,0.7438122,0.7518987,0.6985335,0.7164106,0.6259487,0.7282482,0.6933861,0.730908,0.7413094,0.7787154,0.7261371,0.6939224,0.6592731,0.694974,0.7506166,0.7628921,0.6962293,0.07111501,0.1848124,0.1059432,0.1936445,0.1709544,0.6845748,0.7193956,0.1617225,0.1085973,0.7551975,0.7731927,0.7225786,0.6891751,0.7457435,0.6963159,0.6885185,0.1585474,0.7199238,0.1438721,0.7319422,0.7064935,0.7115538,0.07852194,0.7414927,0.1695502,0.7562312,0.7261229,0.07612456,0.7412267,0.7266554,0.1263158,0.6999706,0.03274559,0.7639485,0.7448729,0.7245841,0.7126498,0.7011005,0.7101483,0.2615969,0.1033386,0.2212096,0.7412605,0.696136,0.6966431,0.6535498,0.7163205,0.7868595,0.7251185,0.1723447,0.07806692
cg17763566,0.8647834,0.9073149,0.6562994,0.6442108,0.8985974,0.9313477,0.1360637,0.6990113,0.9128753,0.8771619,0.09417143,0.6273985,0.9061576,0.6712493,0.9204359,0.5793251,0.9006075,0.6147459,0.9134297,0.9250438,0.6408675,0.9246997,0.6401415,0.9224395,0.9128006,0.5836939,0.9056632,0.6254235,0.8916347,0.6286404,0.6140102,0.9066007,0.6451032,0.905762,0.9075198,0.6668453,0.9340585,0.9318383,0.9209622,0.57998,0.1015921,0.9375277,0.9225528,0.9301578,0.101135,0.7944875,0.1317073,0.9322715,0.09132305,0.1219571,0.9221795,0.6472536,0.9066491,0.6872618,0.9200394,0.6138422,0.9212844,0.9270738,0.9098212,0.08203992,0.9053729,0.9189786,0.9174763,0.6756926,0.8892484,0.898846,0.9151822,0.9044536,0.8932905,0.9181089,0.6573951,0.9106696,0.8909435,0.8854233,0.6276748,0.9172403,0.6209502,0.1228113,0.9162654
cg17771423,0.03677582,0.7267243,0.745,0.7187187,0.7513021,0.06448006,0.08654186,0.09117221,0.09477124,0.04751045,0.7385865,0.06124604,0.7280992,0.0810098,0.0804558,0.7074962,0.05933682,0.7022654,0.07261795,0.9513044,0.7336737,0.7504397,0.737793,0.7401503,0.7303125,0.05162944,0.0338917,0.7185872,0.686448,0.7119318,0.03854167,0.6733291,0.1057452,0.7472795,0.7367697,0.0615942,0.7526339,0.08007117,0.09227799,0.04470878,0.7083159,0.9413576,0.7447221,0.08555657,0.02944998,0.7533461,0.06877926,0.03871215,0.7138602,0.7438272,0.09349594,0.04393593,0.08324324,0.07792208,0.01669196,0.04918033,0.01500682,0.06344697,0.7355431,0.7479264,0.08614565,0.9347209,0.05856451,0.107069,0.04503845,0.0617737,0.03167962,0.06506365,0.0689441,0.08008299,0.9353418,0.6937216,0.05345688,0.04608789,0.9232123,0.7473048,0.71952,0.7355388,0.09198339
cg17779733,0.1341463,0.6271352,0.6324903,0.8877795,0.9160604,0.9212133,0.137327,0.6348094,0.09830111,0.8778768,0.9002264,0.910244,0.6014401,0.9043528,0.6497882,0.9069226,0.6158674,0.6152965,0.9185465,0.9181931,0.09246069,0.6072038,0.6284668,0.5633028,0.1092008,0.6200932,0.9052386,0.09980481,0.6105255,0.9095732,0.9156451,0.6083848,0.6127431,0.6106654,0.914937,0.6070064,0.9176043,0.9169653,0.6731361,0.09982228,0.1218365,0.6092483,0.6375702,0.6054173,0.6248106,0.6482753,0.6293392,0.5540503,0.6276442,0.09576683,0.1071523,0.1144381,0.1236489,0.6655797,0.6505126,0.6281788,0.6482944,0.9236425,0.6440548,0.1013667,0.6368237,0.1181534,0.664948,0.8905489,0.6066051,0.8992316,0.8982242,0.6312513,0.6395767,0.1337317,0.6136248,0.5771718,0.591129,0.8981778,0.1129013,0.90578,0.6356771,0.9121803,0.1397901
cg17818432,0.59685,0.6230061,0.0621118,0.1039256,0.6295232,0.6341816,0.6180212,0.6737964,0.04667393,0.6160594,0.04736967,0.6774516,0.6349241,0.5770145,0.605533,0.6309304,0.6665573,0.5718044,0.5736189,0.6368421,0.6518842,0.6279662,0.5971743,0.6652796,0.6134359,0.6531743,0.6681509,0.6204033,0.09233326,0.05785549,0.2428986,0.1057761,0.04781654,0.5994214,0.6465574,0.08194589,0.06907521,0.6222361,0.6247239,0.609496,0.5809814,0.6296972,0.6496139,0.615712,0.05574741,0.624065,0.2984504,0.6670787,0.609295,0.6122974,0.05778961,0.5602956,0.05779335,0.5872384,0.5848941,0.06324299,0.6583427,0.6178651,0.05188306,0.6313425,0.0348657,0.5857057,0.5543599,0.5670336,0.6369931,0.6065006,0.6218511,0.06278929,0.09654234,0.058876,0.6328431,0.6088612,0.6284224,0.6212152,0.6103687,0.6225371,0.6388516,0.04084646,0.2512438
cg17825572,0.656471,0.686376,0.05838877,0.08138279,0.6620651,0.6867914,0.6461024,0.6661211,0.06533436,0.6080508,0.06141466,0.6741711,0.6487432,0.6204891,0.6397568,0.6015689,0.6839154,0.6391207,0.7277659,0.5990508,0.7179645,0.7335747,0.5962607,0.6309956,0.5949135,0.6729617,0.6444899,0.6159062,0.04245709,0.05996393,0.0805501,0.07703281,0.0527765,0.6336835,0.6534527,0.0737782,0.05781585,0.6594631,0.6448438,0.5930583,0.6066012,0.6530957,0.6277423,0.6162552,0.05482134,0.6672303,0.3905098,0.663237,0.6555244,0.5704523,0.0306549,0.6540956,0.06277372,0.584165,0.6219796,0.07459868,0.7050287,0.7035689,0.03714565,0.603666,0.07859532,0.639449,0.5773835,0.5638095,0.6300207,0.6565734,0.5881167,0.06991215,0.04804913,0.1334094,0.6861972,0.5693445,0.6852459,0.6269554,0.6315052,0.5760423,0.6651266,0.06135225,0.1091848
cg17835180,0.6640525,0.6588434,0.1729958,0.1665236,0.6862319,0.7251064,0.7263635,0.6950433,0.1000568,0.6771244,0.1290672,0.6831053,0.6728477,0.7048771,0.6779889,0.6547157,0.6895702,0.6791061,0.6998076,0.7017544,0.6862292,0.684067,0.7136501,0.6539963,0.7029961,0.7151587,0.6794347,0.6723701,0.09842306,0.1390845,0.08907077,0.1467066,0.1361607,0.7009439,0.6970973,0.06415929,0.170936,0.7194449,0.7450716,0.6733871,0.6273154,0.6898027,0.6915105,0.6911765,0.1361679,0.7363368,0.1837722,0.6612825,0.6896268,0.7131714,0.1155718,0.7207965,0.1677296,0.7304313,0.7320113,0.08350305,0.7139484,0.703832,0.1023936,0.6919694,0.1404226,0.7381005,0.7103248,0.6705662,0.6813717,0.6335562,0.702171,0.1266234,0.1761579,0.1100307,0.6960871,0.6672406,0.6695498,0.7078779,0.6528184,0.7161017,0.6669884,0.2214328,0.1547059
cg17848104,0.5402387,0.5591526,0.01676478,0.01376436,0.5870197,0.5102294,0.532043,0.5688426,0.01343473,0.6186782,0.01640839,0.571115,0.5754049,0.5307698,0.5906172,0.5542341,0.5649843,0.5240848,0.5839941,0.5311772,0.5156819,0.5829272,0.4715447,0.5490739,0.4642478,0.5934697,0.5600377,0.5320018,0.006544502,0.02142667,0.006631807,0.01187026,0.009628611,0.539618,0.5772145,0.01882194,0.0112888,0.5203264,0.5968877,0.5011705,0.528733,0.5462379,0.530238,0.5720026,0.01256885,0.5816046,0.01176471,0.5226424,0.5651936,0.5364364,0.01209261,0.5723865,0.0099434,0.526773,0.5307772,0.008867392,0.5037138,0.5228814,0.01003009,0.5475644,0.01191352,0.5161342,0.4935205,0.5258979,0.5731828,0.5631554,0.5300779,0.02605649,0.02762148,0.02977013,0.5587284,0.5366667,0.5381352,0.563829,0.5322466,0.5503876,0.5831729,0.008351026,0.003346634
cg17853057,0.7066572,0.7614523,0.1232673,0.1215805,0.7733145,0.7905926,0.7712333,0.7859241,0.09357858,0.7254767,0.07838225,0.7702703,0.7642301,0.7742005,0.7979344,0.725859,0.7925408,0.7579913,0.7702682,0.7298597,0.7591384,0.7901635,0.7272182,0.6877505,0.7581905,0.7577896,0.7554688,0.7676126,0.09202079,0.1207582,0.1359975,0.09852508,0.1219914,0.7600768,0.8010169,0.145488,0.150655,0.740157,0.8289031,0.7187859,0.729165,0.7308636,0.7436548,0.732829,0.1189655,0.7999364,0.1296992,0.7847254,0.7629939,0.7406786,0.1293417,0.7946165,0.1104101,0.7786314,0.7869473,0.1145833,0.7714029,0.7656091,0.1337641,0.7792367,0.1417837,0.7895863,0.723078,0.72182,0.7688804,0.7377976,0.7346845,0.151345,0.09964994,0.1409499,0.7800235,0.7085335,0.7675351,0.7579909,0.7749445,0.7643957,0.7282457,0.120926,0.1233418
cg17857630,0.3218391,0.3033981,0.4626168,0.2392241,0.8024123,0.150289,0.7979684,0.8770738,0.1950464,0.2145594,0.709507,0.7966318,0.7124501,0.2113208,0.3219178,0.1098485,0.2550725,0.8340374,0.345679,0.05844156,0.354515,0.08835341,0.7619844,0.7792842,0.3277027,0.6844555,0.7919821,0.2731093,0.3272727,0.04651163,0.3692308,0.6978981,0.2519481,0.3219373,0.7644349,0.3272059,0.5631399,0.4,0.3810526,0.2472325,0.1974522,0.7949954,0.07727273,0.3738318,0.2666667,0.7352773,0.5835404,0.1784387,0.271255,0.7786638,0.2335526,0.3088803,0.7725938,0.1818182,0.1867704,0.8358209,0.8495035,0.1552511,0.705767,0.1198157,0.756119,0.8194819,0.2819672,0.1666667,0.2032787,0.1088083,0.3561644,0.7847243,0.7314634,0.3928571,0.7631788,0.2727273,0.1729958,0.7249361,0.1096345,0.1078431,0.7970157,0.7033842,0.3251748
cg17914143,0.6462094,0.6455423,0.1321682,0.1549498,0.6717934,0.5100625,0.6518819,0.7252936,0.1138099,0.6413119,0.1219972,0.6288748,0.6604627,0.6663413,0.6343661,0.5835082,0.6475191,0.5766616,0.6732156,0.6226538,0.6734483,0.6683519,0.7216285,0.6163545,0.5781151,0.6698514,0.7153918,0.7057669,0.09643483,0.09833506,0.1384686,0.08877929,0.1781376,0.7040036,0.7001119,0.1170455,0.1320043,0.689084,0.7492841,0.5860282,0.654235,0.6103146,0.6797563,0.6680588,0.07522935,0.713731,0.1453842,0.7156734,0.685585,0.586032,0.09958217,0.7103744,0.1707483,0.6553175,0.6609033,0.1312741,0.6989759,0.6774781,0.08195592,0.6886002,0.09255663,0.6839692,0.5966222,0.6391456,0.69808,0.6681831,0.6727625,0.1214174,0.1437768,0.1587131,0.6527523,0.6079794,0.6216173,0.7076876,0.6531193,0.61063,0.6838483,0.1263736,0.1071849
cg17961384,0.6095095,0.6555555,0.08418205,0.07322423,0.668167,0.5694985,0.6452417,0.7007719,0.05688737,0.5623599,0.06314655,0.6045986,0.6701055,0.6066066,0.632027,0.5736068,0.6544447,0.6202438,0.5754251,0.6382723,0.6432361,0.6860748,0.6396719,0.626633,0.6304459,0.6791078,0.624678,0.6601219,0.07747781,0.06070686,0.06837443,0.06505376,0.08132095,0.610514,0.704372,0.07989535,0.09238932,0.6931455,0.7265517,0.6645358,0.6138745,0.6708686,0.6494438,0.6223256,0.05628272,0.6038961,0.06120916,0.6736223,0.5667303,0.6270304,0.07364706,0.6329526,0.08954204,0.6517026,0.6620958,0.07040876,0.6491765,0.6379069,0.07626051,0.6787779,0.07996523,0.7058647,0.6713571,0.6390803,0.5977119,0.5527862,0.626111,0.09486855,0.09311397,0.07515823,0.6880923,0.5881157,0.61809,0.6631344,0.6493323,0.6442947,0.6564594,0.07635245,0.08789238
cg17970282,0.7126065,0.7055624,0.2533017,0.08862685,0.7494696,0.7747854,0.7668043,0.7602431,0.11356,0.7378444,0.1179673,0.7401744,0.7547315,0.7879524,0.7138019,0.7010153,0.7605697,0.7503475,0.7340609,0.7380332,0.760875,0.7389274,0.7695652,0.6941142,0.733044,0.7750174,0.7245125,0.7354369,0.1041581,0.1003013,0.1273,0.06909707,0.0633442,0.7203568,0.7860761,0.08678501,0.072845,0.7523869,0.7918512,0.7283353,0.7151869,0.7281346,0.7182136,0.6985512,0.08359375,0.730451,0.1039052,0.7327358,0.7188448,0.7229775,0.1054508,0.7636364,0.08775731,0.7964324,0.7836003,0.2381845,0.7816813,0.7570457,0.135187,0.7560912,0.1291277,0.8050942,0.7547948,0.7140101,0.7589971,0.6812007,0.766009,0.9441255,0.1977953,0.1330435,0.789683,0.8946332,0.7084764,0.7343929,0.6194845,0.7584229,0.7442033,0.07392608,0.1202952
cg17995340,0.6544877,0.6960126,0.2094415,0.1824492,0.734609,0.7376246,0.7431129,0.7332787,0.123095,0.7321506,0.1265306,0.7104052,0.6970795,0.6923433,0.7099175,0.6621125,0.7444892,0.7046209,0.7109695,0.6739522,0.7034627,0.7253886,0.737029,0.6556454,0.702598,0.7249888,0.7083333,0.7217035,0.06591337,0.01294118,0.09805014,0.1234487,0.176549,0.7224695,0.6815231,0.1391821,0.1376812,0.7446243,0.7413827,0.6986519,0.6705418,0.7073171,0.6511577,0.7298136,0.1065773,0.6975174,0.2233796,0.6913233,0.7107759,0.7419229,0.1393862,0.7413095,0.0989426,0.7646452,0.7675456,0.1085791,0.7335759,0.7368421,0.1123956,0.7366988,0.1003039,0.7329283,0.736266,0.7007722,0.7051433,0.6573034,0.6753269,0.1514143,0.1257359,0.1690381,0.7546672,0.6805419,0.7042024,0.6984946,0.7222108,0.7335219,0.6960706,0.1191932,0.1788185
cg18016370,0.6509223,0.7140567,0.1420361,0.1378378,0.7233334,0.7451976,0.7655156,0.7502101,0.1121417,0.7056118,0.07894737,0.7376446,0.7127057,0.7573574,0.7347089,0.6683587,0.717562,0.7002882,0.6706667,0.7198913,0.714895,0.7515548,0.737625,0.6623974,0.6307532,0.7279499,0.6969697,0.7069966,0.06612319,0.1053588,0.1049424,0.1251133,0.09779482,0.6886578,0.7200464,0.08614232,0.07576954,0.7262489,0.7151266,0.6770119,0.7231752,0.6717008,0.692869,0.6931023,0.1311787,0.7688156,0.0950541,0.6856115,0.721917,0.7448121,0.04668534,0.7431694,0.1363636,0.7493404,0.7547945,0.08794788,0.7348694,0.6658252,0.104888,0.7357963,0.1522936,0.7214528,0.7285005,0.68736,0.6668161,0.6409679,0.6804175,0.09284498,0.1152717,0.1137255,0.7191531,0.670895,0.6713043,0.6800761,0.6866892,0.6684228,0.7153789,0.2073864,0.1024793
cg18030003,0.72478,0.7878555,0.1462177,0.1554236,0.7673146,0.7299436,0.7839766,0.7916715,0.1372106,0.7369799,0.100151,0.7344707,0.7204788,0.6815424,0.7601451,0.6650274,0.6902524,0.7309386,0.7223276,0.7046154,0.7334825,0.7415904,0.7290907,0.7298295,0.756106,0.7797619,0.7353426,0.7833287,0.07375,0.07018562,0.1020179,0.1280576,0.1473684,0.719332,0.7756104,0.08991495,0.1198569,0.7044891,0.774241,0.7235222,0.6644794,0.7228425,0.7448015,0.7349621,0.06195547,0.734532,0.1353152,0.679803,0.7272579,0.7268114,0.1105702,0.7526227,0.124687,0.7284476,0.7622699,0.07991907,0.7644645,0.7277972,0.08747949,0.7491617,0.1584264,0.7411463,0.7545575,0.7448781,0.6488121,0.6355911,0.6491956,0.09968603,0.1255161,0.1305827,0.7054253,0.7100547,0.6722423,0.7153295,0.7566506,0.7815495,0.7064161,0.07638136,0.1212406
