cpg,module,gene
cg19285119,red,KBTBD3
cg19287610,grey,
cg19294256,skyblue,ZC3H13
cg19296258,blue,RPTOR
cg19300124,blue,
cg19300475,steelblue,DHRS13
cg19301206,turquoise,IFT172
cg19301934,turquoise,
cg19303728,red,SCFD2
cg19305040,turquoise,C4orf41
cg19305111,turquoise,
cg19305147,turquoise,
cg19312314,grey,CBS
cg19312667,grey,
cg19312935,grey,PPPDE2
cg19313015,turquoise,CHFR
cg19317226,grey,
cg19319735,turquoise,TNRC18
cg19320816,darkolivegreen,HFE
cg19322445,blue,EIF3A
cg19324714,turquoise,ASB18
cg19325435,blue,ZNF280B
cg19328294,grey,PRSS22
cg19329225,grey,MEI1
cg19335954,turquoise,C7orf13
cg19336497,grey,RRAS2
cg19337852,turquoise,SPINT2
cg19338222,blue,RYR1
cg19339811,turquoise,RACGAP1
cg19340941,grey,RBM46
cg19342764,purple,ZNF761
cg19345940,blue,SLC45A4
cg19346084,grey,
cg19346507,turquoise,ESYT2
cg19346786,grey,
cg19350682,grey,EPHB4
cg19350812,turquoise,KRI1
cg19351954,grey,
cg19353873,turquoise,RPAP3
cg19354091,turquoise,SERPINB8
cg19354851,turquoise,GCLM
cg19356117,turquoise,
cg19357499,grey,NAPRT1
cg19358805,blue,TRIM10
cg19359398,skyblue,WSCD2
cg19359929,turquoise,TPRG1L
cg19360316,turquoise,DHRS7B
cg19362328,turquoise,
cg19364137,turquoise,MED18
cg19364351,grey,CCKBR
cg19364902,black,STX2
cg19365742,blue,INSR
cg19365843,turquoise,NOSIP
cg19365884,darkgrey,GPSM3
cg19366217,turquoise,ADHFE1
cg19368394,blue,NFIA
cg19370166,turquoise,CD164L2
cg19372063,blue,
cg19374305,grey,DNAH7
cg19375418,grey,
cg19376709,turquoise,HIST2H2AC
cg19376844,turquoise,FOXN2
cg19378602,turquoise,BRI3BP
cg19383211,grey,HLA-DRB6
cg19383689,black,WSB1
cg19384241,grey,
cg19386714,blue,C18orf55
cg19388373,grey,E2F6
cg19389001,grey,SEMA5B
cg19389468,blue,HMG20A
cg19391888,turquoise,OGG1
cg19391924,grey,HRNBP3
cg19392994,blue,IQCH
cg19394731,salmon,SLC43A1
cg19394857,turquoise,EIF1
cg19398112,turquoise,DDX39
cg19400000,turquoise,STMN1
cg19400780,turquoise,APITD1
cg19401408,grey,COX15
cg19401472,turquoise,C2orf89
cg19401529,sienna3,DALRD3
cg19401752,blue,WNT7A
cg19402230,blue,
cg19403939,turquoise,KIAA0196
cg19404215,turquoise,CRTAP
cg19406863,blue,
cg19408149,blue,PRDM15
cg19408572,grey,DGKQ
cg19410967,turquoise,CASP8AP2
cg19412217,turquoise,GPBP1
cg19413350,grey,
cg19414071,turquoise,PNRC2
cg19415852,blue,POLS
cg19416604,turquoise,UFD1L
cg19416623,blue,PFKP
cg19418273,blue,CREB3L2
cg19418458,grey,
cg19418629,blue,ANKRD55
cg19420102,blue,SHC2
cg19420482,blue,PPP2R3A
cg19421368,grey,SLC13A3
cg19426128,blue,TUBA1C
cg19426459,blue,EP400
cg19427573,blue,HEATR2
cg19428472,turquoise,MARCH7
cg19428682,turquoise,GXYLT1
cg19429281,grey,ZNF702P
cg19429286,turquoise,
cg19430489,turquoise,GLIPR1L1
cg19431009,blue,RNF213
cg19431051,grey,C11orf64
cg19431881,turquoise,TMEM132E
cg19431891,turquoise,KIAA0947
cg19432505,blue,ASB5
cg19433769,turquoise,ZFYVE28
cg19436502,grey,GK5
cg19437001,blue,OR2A5
cg19442480,turquoise,DDX39
cg19442545,grey,FUT11
cg19442702,blue,AHRR
cg19443556,blue,C4orf3
cg19444027,turquoise,PRIM1
cg19445734,blue,CCDC88A
cg19446018,turquoise,
cg19446358,blue,AGAP3
cg19447217,blue,NSUN2
cg19447671,grey,ATF2
cg19452316,turquoise,RASSF5
cg19452853,green,CABIN1
cg19453488,grey,
cg19453769,turquoise,HIST1H2BN
cg19455421,turquoise,C7orf41
cg19456164,turquoise,SLC7A1
cg19457237,grey,
cg19459542,turquoise,APOB
cg19459834,turquoise,DHX36
cg19461383,grey,MIR548H4
cg19461582,turquoise,AGBL3
cg19463193,steelblue,
cg19463349,grey,
cg19463975,blue,
cg19464247,blue,ADAM19
cg19464320,turquoise,UNC119B
cg19465159,blue,
cg19466590,turquoise,CUL1
cg19468022,turquoise,SUPT5H
cg19469447,grey,CYP2E1
cg19469449,blue,DSCAM
cg19473656,grey,SLC7A8
cg19473989,grey,AFAP1
cg19474029,turquoise,GRAMD1A
cg19474239,turquoise,N6AMT2
cg19477346,grey,
cg19477551,turquoise,IRF2BP1
cg19481355,blue,
cg19482086,magenta,TCP1
cg19484559,blue,CSGALNACT1
cg19484645,blue,RPP40
cg19484848,orange,MDH1
cg19486070,blue,KIAA1908
cg19488431,grey,
cg19488505,turquoise,SCNN1A
cg19493077,turquoise,
cg19493827,yellow,H2AFX
cg19496491,brown,TEAD1
cg19498844,darkmagenta,POFUT2
cg19500098,grey,
cg19504179,blue,SLC20A2
cg19504245,grey,TNNT1
cg19504605,grey,ZFP41
cg19504888,blue,MFF
cg19507068,grey,GNAI1
cg19508191,turquoise,CORO1C
cg19508435,turquoise,METT5D1
cg19508701,turquoise,PPP1R3B
cg19509514,turquoise,CHD4
cg19510206,blue,FBRSL1
cg19510792,greenyellow,MYO10
cg19510970,greenyellow,FBRSL1
cg19511229,blue,
cg19511382,blue,N4BP2L1
cg19512521,turquoise,SLC22A17
cg19513193,turquoise,DLG4
cg19516921,grey,HLA-DRB5
cg19517490,blue,ATAD3A
cg19518093,blue,C8orf84
cg19519509,blue,
cg19520219,turquoise,RPLP2
cg19526130,turquoise,LOC729467
cg19526166,grey,TMEM232
cg19526685,turquoise,
cg19526779,turquoise,ADIPOR2
cg19527946,turquoise,PTTG1IP
cg19529709,grey,TOP1P2
cg19530168,grey,
cg19530217,cyan,NUDT8
cg19533957,red,NOL11
cg19533977,turquoise,CLTC
cg19536594,turquoise,PPAP2A
cg19536810,grey,LRIG3
cg19537932,blue,OR6C68
cg19538502,turquoise,EIF2AK4
cg19539421,turquoise,ARL4A
cg19540291,blue,
cg19541697,grey,ASXL2
cg19542119,turquoise,ZNF283
cg19542359,turquoise,SNX26
cg19543296,blue,MFAP5
cg19544767,grey,
cg19548283,turquoise,FLJ31306
cg19549314,blue,SMARCA4
cg19554555,turquoise,
cg19554948,blue,
cg19556438,turquoise,CEBPA
cg19558933,grey,
cg19559179,turquoise,C10orf76
cg19559774,turquoise,MRPL43
cg19562499,turquoise,STK4
cg19564098,turquoise,HMX3
cg19566405,grey,SLFN12
cg19568003,grey,AURKC
cg19568649,turquoise,DAD1
cg19570781,green,
cg19572051,grey,DOCK1
cg19573236,grey,
cg19573567,turquoise,ACTA2
cg19575244,blue,
cg19575909,blue,LRRC28
cg19578388,turquoise,FBXO15
cg19579903,turquoise,PPP1R10
cg19584733,blue,DENND4C
cg19585214,blue,SLC38A1
cg19585676,grey,HLA-A
cg19586159,turquoise,CAPZA2
cg19588861,green,PA2G4
cg19590591,blue,GOLGA3
cg19591950,turquoise,ZNF221
cg19592336,grey,ZNF389
cg19593314,turquoise,C5orf56
cg19593741,grey,C6orf27
cg19595956,turquoise,HIST1H4E
cg19597776,turquoise,TCF4
cg19603903,grey,AURKC
cg19605788,grey,CNTD2
cg19609284,turquoise,TNPO1
cg19610638,turquoise,HIST1H3E
cg19611193,black,CMAH
cg19612504,blue,CDH23
cg19612823,turquoise,MAPKBP1
cg19614698,turquoise,KIF26A
cg19614744,turquoise,TRIM39
cg19615174,turquoise,SEMA6B
cg19617740,turquoise,CLCN2
cg19622078,turquoise,PPP1R8
cg19622488,turquoise,TAF10
cg19622777,blue,PTCD3
cg19623012,grey,
cg19623624,grey,LOC619207
cg19624354,grey,NCAM1
cg19624542,turquoise,PTPLB
cg19624601,blue,PARP1
cg19626725,grey,RUFY1
cg19628686,blue,COL11A2
cg19631443,turquoise,WAC
cg19632574,turquoise,PAFAH2
cg19634332,turquoise,SEC23A
cg19636411,blue,METAP2
cg19636627,violet,
cg19637330,grey,
cg19640754,red,
cg19644445,turquoise,ZC3H12A
cg19646204,tan,CLEC2D
cg19646445,turquoise,KCTD3
cg19647301,turquoise,AK2
cg19648023,grey,MIR548N
cg19651132,turquoise,KCNA1
cg19651192,turquoise,
cg19651757,grey,
cg19654869,turquoise,
cg19655070,turquoise,HEXIM2
cg19655195,grey,DNAH7
cg19656070,grey,TMEM93
cg19657380,turquoise,ZFAT
cg19657723,turquoise,ACCN2
cg19658054,blue,SIPA1L1
cg19664712,lightcyan,CDKAL1
cg19665696,grey,ADAP1
cg19668728,blue,
cg19672497,turquoise,C20orf194
cg19673012,turquoise,C9orf103
cg19674350,blue,PRDM15
cg19678392,grey,PON1
cg19681188,turquoise,LOC148709
cg19683494,grey,
cg19684190,blue,
cg19684207,grey,WRB
cg19685922,turquoise,ZNF529
cg19686301,turquoise,OPA3
cg19687728,blue,FLRT2
cg19688749,turquoise,SAFB2
cg19689029,turquoise,SETDB1
cg19689828,turquoise,GLYATL2
cg19691410,grey,
cg19692996,turquoise,PSMB1
cg19695335,grey,NANP
cg19696333,grey,IKZF5
cg19698923,turquoise,OPN3
cg19701378,turquoise,GOLGA8A
cg19702347,blue,FOXK1
cg19704288,grey,
cg19704726,turquoise,HHEX
cg19708055,grey,
cg19709625,sienna3,PCOLCE2
cg19711258,turquoise,CHMP4A
cg19711530,grey,WNT3
cg19711602,blue,IQSEC3
cg19712189,grey,TDRD12
cg19714762,tan,ABHD11
cg19715410,grey,OPRD1
cg19717235,turquoise,TRIM2
cg19721060,blue,ZHX1
cg19721680,turquoise,PPPDE1
cg19723678,blue,RASAL2
cg19728485,turquoise,PQLC3
cg19729930,grey,
cg19730972,lightyellow,
cg19731286,blue,
cg19731340,turquoise,SPRY4
cg19731891,grey,NKAIN1
cg19734015,turquoise,SGCE
cg19734801,grey,
cg19734811,turquoise,MTX2
cg19735538,grey,C6orf227
cg19736712,grey,ANKRD16
cg19738233,grey,DNAJC24
cg19738386,turquoise,R3HDM1
cg19738812,grey,ZKSCAN5
cg19739264,turquoise,CLPTM1L
cg19741500,turquoise,AHDC1
cg19743168,grey,
cg19751179,turquoise,ATP7B
cg19752861,blue,DGUOK
cg19753607,blue,ELL2
cg19753794,turquoise,KCNC3
cg19754622,grey,STK32C
cg19759481,grey,HOXA5
cg19760225,turquoise,ANKRD13B
cg19760250,grey,C17orf98
cg19760323,darkorange,LOC285830
cg19760464,blue,AJAP1
cg19761502,grey,WRB
cg19763774,blue,TSPAN2
cg19765196,blue,
cg19767548,grey,LDHC
cg19769967,turquoise,IDH1
cg19770116,turquoise,IL17RD
cg19770292,grey,
cg19770671,blue,
cg19772317,grey,FKBP3
cg19773376,blue,NUDT3
cg19773547,blue,FN1
cg19774315,turquoise,H2AFJ
cg19774488,turquoise,C17orf100
cg19774624,turquoise,HDAC5
cg19774868,grey,LOC100130522
cg19777824,skyblue,C11orf75
cg19777900,turquoise,PMEPA1
cg19777992,turquoise,NDUFS4
cg19778201,turquoise,ALDH9A1
cg19778375,grey,
cg19778582,blue,MTRR
cg19778737,midnightblue,ST5
cg19781637,blue,LHFPL2
cg19782173,turquoise,LOC728723
cg19784013,blue,SYNJ1
cg19784401,blue,AMBRA1
cg19787366,turquoise,MPPE1
cg19788015,turquoise,UBTD2
cg19788214,blue,
cg19789653,turquoise,P2RX6
cg19792908,turquoise,ZNF221
cg19793905,turquoise,RBM43
cg19794345,blue,
cg19795502,turquoise,SNRNP27
cg19797739,blue,
cg19801141,turquoise,DUSP1
cg19801747,lightyellow,
cg19802165,turquoise,PITX1
cg19802241,turquoise,
cg19806021,turquoise,GBAP1
cg19808978,turquoise,RCN3
cg19809575,grey,BANP
cg19811864,turquoise,EFNA4
cg19813030,turquoise,
cg19813135,blue,TNFAIP3
cg19813362,turquoise,AGRN
cg19813688,yellow,RPS16
cg19813724,blue,
cg19813935,turquoise,RAB13
cg19814210,turquoise,PION
cg19814934,turquoise,
cg19815565,grey,LOC100130522
cg19815989,grey,PDXK
cg19817652,grey,C17orf98
cg19818298,turquoise,CHD8
cg19822640,blue,
cg19825371,grey,
cg19827599,blue,LRPAP1
cg19827875,grey,NAV1
cg19828022,turquoise,MCOLN1
cg19828789,blue,
cg19829856,grey,LOXHD1
cg19830147,turquoise,MCM3APAS
cg19830245,grey,FLCN
cg19831031,turquoise,PRPF31
cg19832312,turquoise,P4HA1
cg19835595,red,SYT4
cg19836460,turquoise,SIDT1
cg19836589,blue,RAE1
cg19839035,turquoise,SDC1
cg19839655,grey,CD40
cg19839825,grey,PNPLA6
cg19843226,blue,ESRRB
cg19843939,turquoise,TNFAIP8
cg19844829,blue,MIR1178
cg19845159,turquoise,ZNF34
cg19846609,blue,
cg19850149,paleturquoise,
cg19851242,turquoise,IGFBP5
cg19851291,grey,TYROBP
cg19851563,grey,GNG7
cg19853494,turquoise,SELL
cg19853516,black,RAB27B
cg19857280,turquoise,UGP2
cg19858173,blue,MAP3K2
cg19858576,grey,LRRC14B
cg19859486,grey,SACM1L
cg19861078,blue,
cg19861147,blue,
cg19863210,turquoise,DENND3
cg19863459,tan,TNFAIP8L1
cg19866445,turquoise,PDCD6
cg19867649,grey,DKK3
cg19870512,grey,KCNA6
cg19870567,blue,SNORA74B
cg19872996,grey,TRIM6
cg19875535,blue,IK
cg19876987,grey,
cg19877419,turquoise,LOC728743
cg19877581,turquoise,USP15
cg19878627,grey,LOC100302652
cg19879471,blue,FABP4
cg19880899,turquoise,UGP2
cg19881999,blue,REV1
cg19891452,grey,
cg19892287,grey,HOXC4
cg19896655,turquoise,LEO1
cg19899237,turquoise,ACBD3
cg19899312,salmon,
cg19900371,turquoise,FERMT2
cg19901523,turquoise,
cg19905861,turquoise,XPR1
cg19907137,blue,
cg19907915,grey,IGSF9B
cg19908139,turquoise,GNL2
cg19909865,turquoise,PCDH10
cg19910022,blue,
cg19910323,brown,MCFD2
cg19910922,salmon,C7orf55
cg19911158,blue,
cg19913448,turquoise,GSR
cg19915181,blue,
cg19916740,grey,
cg19917744,brown,PLEKHM3
cg19919828,turquoise,RPS15
cg19920737,turquoise,CCDC112
cg19924335,turquoise,C7orf30
cg19925801,blue,OLA1
cg19927257,grey,RUSC1
cg19928043,orange,
cg19928423,turquoise,MLL5
cg19929123,turquoise,NEU3
cg19929409,blue,PELI2
cg19930721,salmon,C3orf75
cg19932097,turquoise,PCYOX1L
cg19935055,blue,KDM2A
cg19937378,blue,KIAA1409
cg19937480,turquoise,PRDX1
cg19937513,grey,DUSP26
cg19939555,turquoise,CRTC2
cg19940969,turquoise,BNIP2
cg19947009,blue,APBA2
cg19948037,turquoise,DCAF4
cg19948397,turquoise,C11orf61
cg19949948,grey,
cg19953646,turquoise,FLRT2
cg19958696,turquoise,ACAT1
cg19959974,green,KRR1
cg19961228,blue,
cg19961545,grey,GPR75
cg19962075,grey,MAPK4
cg19962565,turquoise,HIC1
cg19963544,blue,NCK2
cg19963768,turquoise,
cg19964638,turquoise,FAF2
cg19965221,grey,TJP1
cg19967433,white,ASGR1
cg19968421,turquoise,SYNGAP1
cg19969778,turquoise,SIAE
cg19970325,white,KPNA1
cg19972068,blue,COL28A1
cg19972124,grey,SART1
cg19975931,greenyellow,DENR
cg19978674,grey,HOPX
cg19979355,turquoise,ZNF594
cg19980771,grey,SLC22A16
cg19981263,turquoise,H2AFJ
cg19982658,turquoise,AP1G2
cg19983815,turquoise,ATP6V0C
cg19985056,grey,
cg19988028,turquoise,OCA2
cg19988204,turquoise,MAPK15
cg19988316,blue,LDLRAD3
cg19990454,turquoise,NFKB2
cg19990476,blue,DIP2C
cg19990483,blue,ATL1
cg19998150,grey,FRMD4A
cg20000539,blue,DDHD2
cg20003050,blue,
cg20003051,turquoise,
cg20003124,blue,
cg20003494,turquoise,SNCA
cg20003805,paleturquoise,YTHDF2
cg20004324,blue,SOX5
cg20004424,darkorange,TBL2
cg20007021,grey,LTB4R2
cg20007643,turquoise,FLJ43663
cg20011278,blue,ALPK1
cg20011529,blue,ZMYND11
cg20011543,turquoise,SFRS6
cg20011983,grey,
cg20016673,grey,NTNG1
cg20019410,turquoise,
cg20019985,grey,
cg20021784,turquoise,CFLAR
cg20022454,grey,TMCO3
cg20030852,blue,
cg20032495,turquoise,PDCD4
cg20032693,blue,WIPI2
cg20032934,turquoise,ATR
cg20034091,turquoise,ASXL3
cg20038368,blue,TTC14
cg20038794,turquoise,KIAA0528
cg20039944,grey,TRIAP1
cg20040285,turquoise,MAX
cg20041366,turquoise,FAM19A2
cg20041683,turquoise,MAGOHB
cg20046119,turquoise,ZNF251
cg20047349,grey,ANKFN1
cg20048870,turquoise,ZBTB39
cg20049727,blue,WHSC1
cg20051444,turquoise,ATPGD1
cg20051795,turquoise,TDP1
cg20053110,grey,MDGA1
cg20054939,grey,ZNF84
cg20055841,brown,PTGER2
cg20057198,grey,
cg20059012,grey,RARG
cg20059492,blue,
cg20060109,blue,
cg20062978,midnightblue,NUP153
cg20064139,blue,
cg20064151,pink,TXNIP
cg20064325,blue,PWRN1
cg20066120,turquoise,RAB35
cg20066226,grey,
cg20066750,turquoise,B3GAT3
cg20069408,blue,TSNARE1
cg20070536,turquoise,TMEM41B
cg20072245,turquoise,IDH2
cg20073882,blue,NAA11
cg20079298,grey,
cg20080006,turquoise,WWTR1
cg20080079,turquoise,TSPAN19
cg20081969,grey,ARNT2
cg20084219,grey,C17orf98
cg20087917,brown,C14orf133
cg20088245,grey,
cg20088477,blue,FOXP1
cg20088535,turquoise,PLK4
cg20089095,turquoise,SENP2
cg20091107,turquoise,ATL2
cg20096614,purple,NDUFA12
cg20097650,brown,TMEM185B
cg20098514,turquoise,EIF1
cg20098848,grey,
cg20099416,turquoise,MAPT
cg20101489,pink,SCG2
cg20102397,turquoise,ARHGEF17
cg20102877,grey,KRTCAP3
cg20103104,turquoise,
cg20103843,blue,ZNF560
cg20105384,turquoise,C13orf37
cg20107996,grey,
cg20111703,turquoise,SMAD9
cg20116513,blue,
cg20116670,turquoise,CEBPG
cg20122981,blue,B3GNT2
cg20123915,turquoise,SERF2
cg20124336,blue,RNLS
cg20126521,turquoise,MRPL3
cg20128772,blue,DNAJC5G
cg20132581,blue,
cg20136009,blue,PPFIBP1
cg20138055,blue,BIN3
cg20140229,turquoise,VPS52
cg20141549,grey,VPRBP
cg20141578,grey,BCL2L14
cg20141910,turquoise,XPR1
cg20142271,cyan,PRDM8
cg20143895,turquoise,AHCTF1
cg20145760,turquoise,COMMD5
cg20146541,grey,TRIM58
cg20147100,turquoise,C19orf6
cg20152309,grey,
cg20152484,grey,
cg20154865,turquoise,SDHD
cg20157873,grey,
cg20160035,blue,
cg20160729,lightgreen,RNF216
cg20163429,lightcyan,BLOC1S2
cg20164253,turquoise,GFI1
cg20165381,turquoise,CD164L2
cg20169823,grey,
cg20172957,turquoise,CDC5L
cg20174585,turquoise,CN5H6.4
cg20180721,turquoise,SNAP29
cg20183778,turquoise,ALKBH4
cg20185890,grey,RPL22L1
cg20187250,turquoise,BRCA1
cg20187526,blue,
cg20188212,grey,SLC6A12
cg20192041,blue,
cg20192481,turquoise,SPPL2A
cg20193324,grey,SHISA2
cg20197358,darkgreen,DCAF5
cg20198108,turquoise,VIM
cg20202505,grey,MCM3AP
cg20202881,turquoise,TMEM49
cg20204401,turquoise,CCDC40
cg20205877,turquoise,FAM117A
cg20206319,blue,WDR52
cg20208633,grey,
cg20208801,turquoise,MARCKS
cg20210501,grey,TRIAP1
cg20212699,turquoise,VWA2
cg20214692,turquoise,IDI1
cg20215367,turquoise,C8orf55
cg20215622,turquoise,ERBB4
cg20215695,turquoise,IFNAR2
cg20216950,greenyellow,MFSD1
cg20217034,turquoise,KDSR
cg20219891,grey,
cg20220242,grey,RWDD2B
cg20221991,blue,OR4D1
cg20223162,turquoise,DAXX
cg20225999,grey,
cg20228636,violet,
cg20231025,blue,
cg20236533,grey,EIF4E
cg20237074,grey,
cg20240243,blue,MEF2A
cg20241801,turquoise,FAM83D
cg20243285,blue,KLF17
cg20245116,grey,PCSK9
cg20245757,white,
cg20249469,darkred,ETV6
cg20249882,blue,KIAA1530
cg20250700,blue,ACTL6B
cg20251161,turquoise,
cg20251973,turquoise,CENPO
cg20253639,grey,PTGES3
cg20255370,grey,EIF2AK4
cg20256117,darkmagenta,
cg20257096,grey,SUPT16H
cg20257411,turquoise,CECR5
cg20258090,turquoise,C7orf55
cg20260592,turquoise,ATP5L
cg20261167,turquoise,SPP1
cg20263098,turquoise,CBLL1
cg20264068,grey,CR1L
cg20265528,grey,
cg20269046,turquoise,ZNF467
cg20269997,turquoise,SHC4
cg20270253,blue,ANK1
cg20271681,turquoise,WDR4
cg20272280,turquoise,ZNF514
cg20275932,turquoise,C1orf213
cg20276377,grey,C3orf26
cg20276503,turquoise,WDR77
cg20278381,blue,HERC4
cg20278383,blue,CLDN10
cg20282550,grey,AKR1E2
cg20287640,turquoise,IRF1
cg20289913,grey,NPFFR2
cg20290145,blue,SCP2
cg20290983,grey,MRPS18A
cg20291846,turquoise,ADAM17
cg20293942,grey,
cg20295248,grey,LOC149837
cg20296188,grey,HRNBP3
cg20296298,grey,
cg20296327,blue,
cg20299002,turquoise,STK17B
cg20301993,grey,
cg20302533,grey,POU6F2
cg20303301,blue,TUBD1
cg20303572,blue,ATL2
cg20305142,brown,C7orf23
cg20308663,blue,CLYBL
cg20311868,grey,WBSCR27
cg20318353,turquoise,ABI1
cg20320494,grey,ZNF718
cg20329210,grey,OBSCN
cg20330217,blue,NRP1
cg20332930,grey,CCDC90B
cg20335185,turquoise,MSTO2P
cg20336016,grey,
cg20336352,blue,
cg20337934,turquoise,SNRNP27
cg20340508,turquoise,OLIG1
cg20345589,turquoise,FBXL15
cg20346229,blue,MRPS9
cg20347090,turquoise,PRMT8
cg20353207,turquoise,RORA
cg20353496,turquoise,FAM110A
cg20354552,grey,SLFN12
cg20356637,grey,
cg20356878,grey,ILDR1
cg20358011,grey,KIRREL3
cg20360395,grey,
cg20361475,turquoise,GCG
cg20362689,blue,
cg20363309,grey,TRIM37
cg20366601,turquoise,SCOC
cg20368463,blue,PQLC1
cg20369775,turquoise,TSC22D1
cg20372689,turquoise,RCN2
cg20375608,turquoise,MOCS2
cg20378199,lightcyan,THAP2
cg20381404,grey,AMACR
cg20382790,blue,
cg20383948,turquoise,COL18A1
cg20386109,blue,TSC22D2
cg20386818,blue,MARK1
cg20386875,yellowgreen,RNF187
cg20387695,blue,
cg20388704,turquoise,ATP2C1
cg20389472,turquoise,
cg20390702,turquoise,RIMKLB
cg20390711,grey,C6orf174
cg20391652,turquoise,CCNA2
cg20392240,turquoise,CTHRC1
cg20397078,grey60,
cg20397086,turquoise,SIRT7
cg20399509,grey,C21orf57
cg20399769,blue,HLA-DQA2
cg20401393,yellowgreen,PECI
cg20402074,turquoise,SIAE
cg20402552,turquoise,
cg20404643,blue,HCCA2
cg20409752,grey,CAMTA1
cg20410415,turquoise,ZCCHC17
cg20414753,blue,DDX4
cg20415053,grey,CATSPER4
cg20415170,turquoise,ELL2
cg20415529,turquoise,POLR2B
cg20417855,blue,APBB2
cg20418394,grey,KIAA1274
cg20421914,turquoise,TM9SF2
cg20423427,grey,RTTN
cg20424709,grey,
cg20425384,grey,
cg20425447,grey,
cg20428512,turquoise,
cg20430725,turquoise,MCM6
cg20430773,grey,ARHGEF19
cg20430847,turquoise,HES5
cg20431480,turquoise,CCHCR1
cg20433858,grey,OR2L13
cg20434178,turquoise,DLX2
cg20435150,turquoise,CHST12
cg20435485,grey,FAM116B
cg20437132,blue,STAMBPL1
cg20441502,turquoise,FXYD7
cg20442619,turquoise,C20orf30
cg20443314,turquoise,VPS25
cg20446334,blue,BAIAP2
cg20447301,blue,RBM33
cg20447730,grey,
cg20448966,grey,ARL16
cg20450604,blue,C7orf71
cg20450712,blue,LONRF1
cg20454179,blue,
cg20454620,turquoise,CDKN3
cg20456258,grey,DGKQ
cg20458812,purple,NFYC
cg20459655,turquoise,CCNT2
cg20460761,grey,PUS7L
cg20461188,grey,
cg20462561,grey,
cg20462845,turquoise,HMG20B
cg20462855,grey,HEY2
cg20463033,turquoise,SLC38A1
cg20466166,turquoise,CCDC28B
cg20466748,turquoise,C18orf25
cg20467136,turquoise,CACNA1G
cg20469507,blue,POLD3
cg20474699,turquoise,ANKRD9
cg20475000,turquoise,USMG5
cg20475486,grey,
cg20478129,grey,NOVA1
cg20478239,grey,
cg20478390,turquoise,BCL11B
cg20481416,grey,
cg20481816,turquoise,PSMC3
cg20483690,turquoise,LBR
cg20483857,turquoise,ST6GAL2
cg20485607,grey,
cg20486294,turquoise,HIVEP2
cg20486407,blue,RSAD2
cg20489345,turquoise,CASP7
cg20489582,turquoise,MUDENG
cg20491223,royalblue,TOP3B
cg20491397,turquoise,EFHA1
cg20492680,turquoise,MRPL30
cg20493885,tan,PELP1
cg20495404,turquoise,ID2
cg20496693,turquoise,C7orf50
cg20500248,turquoise,ETV1
cg20501355,turquoise,ANKRD40
cg20503657,grey,
cg20504025,turquoise,XRRA1
cg20504077,brown,CLU
cg20507276,grey,OR2L13
cg20509869,grey,
cg20512947,grey,
cg20515787,grey,SART1
cg20516074,turquoise,RASSF6
cg20516472,turquoise,
cg20517050,grey,HOXA5
cg20517616,turquoise,HADHA
cg20525461,turquoise,
cg20526303,turquoise,RPL35A
cg20527070,turquoise,CCNE2
cg20528787,grey,PTPRN2
cg20531392,grey,DUSP5
cg20532558,blue,
cg20532937,blue,FRMD4A
cg20534525,turquoise,DUSP1
cg20536716,turquoise,KCND2
cg20540428,grey,PPP4R2
cg20540806,turquoise,TMCO6
cg20540942,turquoise,IRF5
cg20541753,turquoise,PDHX
cg20544552,grey,
cg20544675,turquoise,LETM2
cg20546098,blue,PMS1
cg20547575,turquoise,AUTS2
cg20549346,grey,C6orf10
cg20552688,brown,C14orf80
cg20552696,turquoise,MED7
cg20553577,blue,COL4A2
cg20554488,turquoise,VWA5A
cg20554926,turquoise,HMMR
cg20556702,grey,C21orf91
cg20557710,blue,CACNA1C
cg20564458,turquoise,UQCC
cg20565046,blue,NXN
cg20568147,blue,DIP2A
cg20569141,turquoise,ATPIF1
cg20572882,turquoise,GOSR1
cg20584918,turquoise,WDR53
cg20586750,blue,
cg20587188,grey,NIPA1
cg20588193,blue,GPR176
cg20591405,turquoise,RAB6B
cg20592017,grey,
cg20592186,grey,SMUG1
cg20592691,blue,DIAPH3
cg20593831,turquoise,
cg20594982,grey,AGRN
cg20595490,blue,MBD5
cg20595745,turquoise,ATG4C
cg20596273,turquoise,PRKCH
cg20597486,turquoise,IFI16
cg20599022,grey,RNF150
cg20600756,turquoise,LARP4
cg20601620,brown,TMEM209
cg20603181,turquoise,SSSCA1
cg20603222,grey,C7orf50
cg20603637,turquoise,AP3M2
cg20604927,lightyellow,ARL6IP6
cg20605045,lightcyan,SFXN4
cg20606759,blue,WDR27
cg20607287,grey,VWDE
cg20607798,grey,
cg20608709,blue,ADAM10
cg20609092,turquoise,SPC25
cg20609096,turquoise,MRPS33
cg20611230,blue,E2F3
cg20613337,purple,HP1BP3
cg20615379,turquoise,LOC100133612
cg20616919,turquoise,POMGNT1
cg20618989,turquoise,
cg20619067,turquoise,
cg20624451,grey,
cg20625393,turquoise,SMARCAD1
cg20625967,grey,
cg20629455,blue,
cg20631335,turquoise,UBE2M
cg20631820,grey,
cg20634726,blue,
cg20636351,grey,
cg20637307,turquoise,ERBB4
cg20639618,grey,
cg20639658,turquoise,C2CD4A
cg20640177,turquoise,BAT3
cg20642756,blue,ZNF22
cg20643274,blue,GRIN2B
cg20644253,grey,KIAA0892
cg20646317,grey,LARP4
cg20648229,blue,GRHL1
