cpg,module,gene
cg20062978,grey,NUP153
cg20064151,grey,TXNIP
cg20064325,grey,PWRN1
cg20064778,grey,GSTT1
cg20066120,turquoise,RAB35
cg20066226,grey,
cg20066750,turquoise,B3GAT3
cg20067334,grey,
cg20067688,turquoise,DUSP15
cg20070536,turquoise,TMEM41B
cg20070659,grey,
cg20071744,grey,TRAPPC9
cg20073313,grey,PXDNL
cg20075156,grey,HS3ST1
cg20080079,turquoise,TSPAN19
cg20088245,grey,
cg20088477,grey,FOXP1
cg20088535,turquoise,PLK4
cg20089095,turquoise,SENP2
cg20089538,turquoise,HSBP1L1
cg20091107,turquoise,ATL2
cg20093577,grey,SF3B2
cg20095851,grey,SCNN1A
cg20096614,turquoise,NDUFA12
cg20098514,turquoise,EIF1
cg20098848,grey,
cg20099054,grey,LACTB2
cg20099416,turquoise,MAPT
cg20101489,turquoise,SCG2
cg20102397,turquoise,ARHGEF17
cg20102877,grey,KRTCAP3
cg20103843,grey,ZNF560
cg20107996,grey,
cg20111703,turquoise,SMAD9
cg20114781,turquoise,ADAL
cg20115051,grey,
cg20116670,turquoise,CEBPG
cg20119798,grey,PON1
cg20122491,grey,ZKSCAN5
cg20122981,grey,B3GNT2
cg20123915,turquoise,SERF2
cg20126521,turquoise,MRPL3
cg20128672,grey,C11orf45
cg20128772,brown,DNAJC5G
cg20132273,turquoise,FNDC3A
cg20132581,grey,
cg20135607,turquoise,PHF1
cg20136009,grey,PPFIBP1
cg20138055,brown,BIN3
cg20140229,turquoise,VPS52
cg20141549,blue,VPRBP
cg20141578,grey,BCL2L14
cg20141910,turquoise,XPR1
cg20142162,blue,INO80C
cg20142271,turquoise,PRDM8
cg20143895,turquoise,AHCTF1
cg20145760,turquoise,COMMD5
cg20146541,grey,TRIM58
cg20147100,turquoise,C19orf6
cg20152309,grey,
cg20152484,grey,
cg20154865,turquoise,SDHD
cg20157873,grey,
cg20160729,grey,RNF216
cg20162526,turquoise,TMEM209
cg20163429,grey,BLOC1S2
cg20164253,turquoise,GFI1
cg20165381,grey,CD164L2
cg20168104,turquoise,ENTPD4
cg20169823,grey,
cg20174585,grey,CN5H6.4
cg20177310,turquoise,ZEB2
cg20178172,turquoise,IER3
cg20180721,green,SNAP29
cg20183778,turquoise,ALKBH4
cg20185890,blue,RPL22L1
cg20187250,turquoise,BRCA1
cg20188212,grey,SLC6A12
cg20192041,grey,
cg20192481,turquoise,SPPL2A
cg20192814,grey,
cg20193324,grey,SHISA2
cg20195272,grey,MTMR2
cg20197358,turquoise,DCAF5
cg20198108,turquoise,VIM
cg20201270,grey,
cg20202505,grey,MCM3AP
cg20202881,turquoise,TMEM49
cg20203395,turquoise,C5orf35
cg20204401,turquoise,CCDC40
cg20205877,turquoise,FAM117A
cg20206319,grey,WDR52
cg20208633,grey,
cg20208801,grey,MARCKS
cg20210501,turquoise,TRIAP1
cg20212699,turquoise,VWA2
cg20214319,turquoise,TPST1
cg20214692,lightcyan,IDI1
cg20215367,turquoise,C8orf55
cg20215622,turquoise,ERBB4
cg20215695,grey,IFNAR2
cg20217034,turquoise,KDSR
cg20218073,grey,
cg20219074,grey,SPTY2D1
cg20219159,turquoise,FBXO5
cg20219891,grey,
cg20220242,grey,RWDD2B
cg20221991,grey,OR4D1
cg20223162,turquoise,DAXX
cg20224693,turquoise,
cg20225999,grey,
cg20228119,turquoise,ANKS1B
cg20228636,lightgreen,
cg20232748,turquoise,C6orf182
cg20236533,blue,EIF4E
cg20237074,grey,
cg20241567,yellow,LOC730101
cg20241801,turquoise,FAM83D
cg20245116,grey,PCSK9
cg20249469,turquoise,ETV6
cg20251161,grey,
cg20251973,grey,CENPO
cg20253639,blue,PTGES3
cg20255370,grey,EIF2AK4
cg20256216,grey,ARPC1A
cg20257096,blue,SUPT16H
cg20257411,turquoise,CECR5
cg20258090,turquoise,C7orf55
cg20260592,turquoise,ATP5L
cg20263435,turquoise,AGPAT6
cg20264068,grey,CR1L
cg20265528,grey,
cg20269046,turquoise,ZNF467
cg20269997,turquoise,SHC4
cg20270762,blue,PAFAH1B2
cg20271681,grey,WDR4
cg20272280,turquoise,ZNF514
cg20275925,turquoise,ACAP2
cg20275928,grey,C17orf55
cg20275932,turquoise,C1orf213
cg20276377,grey,C3orf26
cg20276503,turquoise,WDR77
cg20278381,grey,HERC4
cg20279673,turquoise,
cg20282550,grey,AKR1E2
cg20285974,brown,
cg20287640,turquoise,IRF1
cg20288331,grey,
cg20289913,grey,NPFFR2
cg20290983,grey,MRPS18A
cg20291222,grey,GLIPR1L2
cg20291846,turquoise,ADAM17
cg20293582,grey,CEP97
cg20293942,grey,
cg20295248,grey,LOC149837
cg20296188,blue,HRNBP3
cg20296298,grey,
cg20296327,grey,
cg20299002,turquoise,STK17B
cg20300514,grey,C1orf86
cg20301993,grey,
cg20302533,grey,POU6F2
cg20305142,yellow,C7orf23
cg20306810,turquoise,SNORD2
cg20308663,grey,CLYBL
cg20308811,turquoise,CHD4
cg20310608,grey,LOC284798
cg20311868,turquoise,WBSCR27
cg20312475,turquoise,GPRC5B
cg20315346,turquoise,CHP
cg20318353,green,ABI1
cg20320494,grey,ZNF718
cg20327444,grey,COL4A1
cg20329084,turquoise,
cg20329210,grey,OBSCN
cg20332930,blue,CCDC90B
cg20335185,turquoise,MSTO2P
cg20336352,grey,
cg20337934,grey,SNRNP27
cg20345589,turquoise,FBXL15
cg20346229,grey,MRPS9
cg20347090,turquoise,PRMT8
cg20353207,turquoise,RORA
cg20353496,turquoise,FAM110A
cg20354552,grey,SLFN12
cg20356637,grey,
cg20356878,grey,ILDR1
cg20358011,grey,KIRREL3
cg20360395,grey,
cg20361475,turquoise,GCG
cg20363309,blue,TRIM37
cg20366601,grey,SCOC
cg20368463,brown,PQLC1
cg20369775,turquoise,TSC22D1
cg20372689,turquoise,RCN2
cg20375608,turquoise,MOCS2
cg20378199,grey,THAP2
cg20381404,grey,AMACR
cg20383558,turquoise,MATR3
cg20383948,turquoise,COL18A1
cg20386875,turquoise,RNF187
cg20387695,brown,
cg20389472,grey,
cg20390606,grey,PDCL
cg20390702,turquoise,RIMKLB
cg20390711,grey,C6orf174
cg20391652,turquoise,CCNA2
cg20392105,yellow,CDK5
cg20392240,grey,CTHRC1
cg20395967,grey,MIR663
cg20397078,grey,
cg20397086,turquoise,SIRT7
cg20399509,grey,C21orf57
cg20401551,turquoise,SCARF2
cg20402074,turquoise,SIAE
cg20402552,turquoise,
cg20402783,grey,HOXC10
cg20409752,grey,CAMTA1
cg20410415,turquoise,ZCCHC17
cg20414753,grey,DDX4
cg20414996,turquoise,ANKRD34B
cg20415053,grey,CATSPER4
cg20415170,turquoise,ELL2
cg20415529,turquoise,POLR2B
cg20417855,grey,APBB2
cg20418281,red,TAOK1
cg20419623,turquoise,SNAI1
cg20421914,turquoise,TM9SF2
cg20424709,grey,
cg20425384,blue,
cg20425447,grey,
cg20428512,turquoise,
cg20430725,grey,MCM6
cg20430773,grey,ARHGEF19
cg20430847,grey,HES5
cg20430861,grey,PAPSS2
cg20433858,grey,OR2L13
cg20434178,turquoise,DLX2
cg20435150,grey,CHST12
cg20435485,grey,FAM116B
cg20435535,grey,
cg20438344,grey,
cg20441502,turquoise,FXYD7
cg20442619,turquoise,C20orf30
cg20443314,turquoise,VPS25
cg20446334,grey,BAIAP2
cg20447301,brown,RBM33
cg20448966,blue,ARL16
cg20454517,grey,GPR113
cg20454620,turquoise,CDKN3
cg20456258,grey,DGKQ
cg20457193,grey,TXLNA
cg20457732,grey,
cg20458812,turquoise,NFYC
cg20460761,blue,PUS7L
cg20462845,turquoise,HMG20B
cg20462855,blue,HEY2
cg20463033,turquoise,SLC38A1
cg20466748,turquoise,C18orf25
cg20468365,turquoise,
cg20469507,grey,POLD3
cg20472500,turquoise,SFRS12IP1
cg20474699,turquoise,ANKRD9
cg20475000,magenta,USMG5
cg20475486,grey,
cg20478239,grey,
cg20478390,turquoise,BCL11B
cg20481416,grey,
cg20481816,turquoise,PSMC3
cg20483324,grey,FAM194B
cg20483690,turquoise,LBR
cg20483857,grey,ST6GAL2
cg20485607,grey,
cg20486294,grey,HIVEP2
cg20486407,grey,RSAD2
cg20489026,grey,KCNJ9
cg20489345,turquoise,CASP7
cg20489582,grey,MUDENG
cg20491223,grey,TOP3B
cg20491397,grey,EFHA1
cg20493885,grey,PELP1
cg20495404,turquoise,ID2
cg20496693,grey,C7orf50
cg20500248,grey,ETV1
cg20501355,turquoise,ANKRD40
cg20503657,grey,
cg20504025,turquoise,XRRA1
cg20504077,yellow,CLU
cg20507276,grey,OR2L13
cg20509869,grey,
cg20511807,grey,
cg20512947,grey,
cg20515787,blue,SART1
cg20516074,turquoise,RASSF6
cg20516472,turquoise,
cg20517050,grey60,HOXA5
cg20517154,grey,MTUS1
cg20517616,turquoise,HADHA
cg20521702,turquoise,ST3GAL6
cg20523092,turquoise,NFATC1
cg20525461,turquoise,
cg20525712,turquoise,
cg20526303,turquoise,RPL35A
cg20527070,turquoise,CCNE2
cg20528787,grey,PTPRN2
cg20531392,grey,DUSP5
cg20532558,brown,
cg20532937,grey,FRMD4A
cg20534525,turquoise,DUSP1
cg20536716,turquoise,KCND2
cg20539637,turquoise,
cg20540428,grey,PPP4R2
cg20540806,turquoise,TMCO6
cg20540942,turquoise,IRF5
cg20541753,turquoise,PDHX
cg20544552,grey,
cg20544675,turquoise,LETM2
cg20546098,grey,PMS1
cg20546810,blue,ZNF343
cg20547575,turquoise,AUTS2
cg20549080,blue,PPRC1
cg20549346,grey,C6orf10
cg20550154,grey,NID2
cg20552696,grey,MED7
cg20553577,grey,COL4A2
cg20554488,turquoise,VWA5A
cg20554926,turquoise,HMMR
cg20555564,turquoise,C14orf133
cg20556702,grey,C21orf91
cg20557710,brown,CACNA1C
cg20560182,blue,TAF7
cg20560283,grey,
cg20564458,turquoise,UQCC
cg20568147,grey,DIP2A
cg20569141,turquoise,ATPIF1
cg20581322,turquoise,CCNDBP1
cg20583684,turquoise,C11orf91
cg20584918,turquoise,WDR53
cg20586750,grey,
cg20587188,grey,NIPA1
cg20591405,turquoise,RAB6B
cg20592017,grey,
cg20592186,grey,SMUG1
cg20592691,grey,DIAPH3
cg20593831,turquoise,
cg20594982,grey,AGRN
cg20595745,turquoise,ATG4C
cg20596273,turquoise,PRKCH
cg20597486,grey,IFI16
cg20600704,turquoise,GHITM
cg20600756,turquoise,LARP4
cg20601620,yellow,TMEM209
cg20602417,grey,
cg20602954,grey,NKAIN3
cg20603181,turquoise,SSSCA1
cg20603222,grey,C7orf50
cg20603637,turquoise,AP3M2
cg20605045,red,SFXN4
cg20606062,grey,TRIM4
cg20607287,grey,VWDE
cg20607798,grey,
cg20608709,grey,ADAM10
cg20609092,turquoise,SPC25
cg20610511,turquoise,SLC14A1
cg20611680,grey,
cg20613337,turquoise,HP1BP3
cg20615379,turquoise,LOC100133612
cg20616919,turquoise,POMGNT1
cg20618989,turquoise,
cg20619067,turquoise,
cg20623036,turquoise,DACT3
cg20624451,blue,
cg20625393,turquoise,SMARCAD1
cg20625967,grey,
cg20631335,grey,UBE2M
cg20631820,grey,
cg20632863,blue,APAF1
cg20632873,blue,ARHGEF2
cg20634382,grey,
cg20634726,grey,
cg20634733,blue,TRAPPC1
cg20635595,yellow,SEPW1
cg20636351,grey,
cg20636526,grey,C6orf10
cg20638675,grey,
cg20639618,grey,
cg20639658,turquoise,C2CD4A
cg20640305,turquoise,ESCO1
cg20643274,grey,GRIN2B
cg20644253,blue,KIAA0892
cg20645941,turquoise,FBXO15
cg20646317,grey,LARP4
cg20648229,grey,GRHL1
cg20648847,grey,ACTN3
cg20649047,turquoise,NUMB
cg20651916,turquoise,ZBTB12
cg20652607,blue,NR2E1
cg20653654,grey,STIM2
cg20655434,turquoise,LOC100130987
cg20656261,turquoise,RASSF2
cg20660197,turquoise,
cg20662016,grey,DTWD2
cg20663376,grey,TRPM1
cg20663403,turquoise,ZNF284
cg20663852,turquoise,ATP9A
cg20664996,grey,
cg20666019,grey,
cg20666069,turquoise,NXPH3
cg20666379,grey,PTS
cg20667143,grey,FLJ22536
cg20667480,grey,TBC1D16
cg20667822,grey,PTPRJ
cg20668662,turquoise,SH3PXD2A
cg20668838,grey,PCCB
cg20679157,grey,KRT82
cg20679309,grey,SCLY
cg20680664,grey,
cg20680872,grey,SMCHD1
cg20681578,turquoise,
cg20683754,turquoise,TMEM149
cg20686432,turquoise,CDKN2AIP
cg20688987,blue,BLOC1S1
cg20690488,grey,CYP2J2
cg20690919,turquoise,USP1
cg20691120,turquoise,EFCAB5
cg20691612,grey,MAST4
cg20695057,turquoise,TP53BP2
cg20695805,turquoise,PRKCI
cg20696139,turquoise,PSIP1
cg20698501,grey,C17orf97
cg20699200,turquoise,LOC93622
cg20702390,grey,NT5C1B
cg20703240,grey,AGXT2L2
cg20703997,grey,
cg20704819,grey,GABBR1
cg20706638,turquoise,C1orf69
cg20707679,turquoise,NFIC
cg20707764,turquoise,MTA3
cg20712912,grey,
cg20713852,blue,HSPB6
cg20714462,turquoise,STAMBPL1
cg20714708,brown,LRRK1
cg20715218,turquoise,C10orf4
cg20718083,blue,OVOL1
cg20718679,blue,ATG12
cg20719524,midnightblue,RPP25
cg20720597,grey,
cg20722436,turquoise,GNAL
cg20722891,grey,AEBP2
cg20724680,grey,LMTK3
cg20724681,turquoise,RAP1GDS1
cg20725261,grey,STAU1
cg20725662,grey,HSN2
cg20725670,turquoise,CDC6
cg20725941,turquoise,ZNF528
cg20727362,grey,CYB5R3
cg20728685,turquoise,GPBP1
cg20728704,grey,SLC16A14
cg20732881,grey,
cg20733500,turquoise,DUSP6
cg20737382,grey,
cg20738202,green,C11orf58
cg20738735,grey,DNAH5
cg20739156,grey,
cg20739526,grey,DPP6
cg20739864,grey,PSMA4
cg20744163,grey,ZMIZ1
cg20744362,grey,C22orf34
cg20744788,grey,GTPBP4
cg20747455,grey,MATN4
cg20749955,grey,PPP1R3B
cg20750843,blue,CRKL
cg20752420,turquoise,LOC100128542
cg20761860,turquoise,
cg20763254,red,SLC25A37
cg20765267,turquoise,DCAF13
cg20771287,turquoise,DEM1
cg20775307,turquoise,ALG8
cg20776829,turquoise,SNCA
cg20777266,turquoise,
cg20778097,turquoise,LRRC59
cg20780708,turquoise,CPT2
cg20783424,turquoise,MYEOV2
cg20784314,turquoise,YWHAB
cg20784525,turquoise,ZBTB20
cg20785674,turquoise,PLEKHO1
cg20785715,turquoise,ZNF623
cg20786683,grey,SMTN
cg20786706,grey,
cg20788387,turquoise,RAD1
cg20789464,blue,CCDC83
cg20789993,turquoise,TMPPE
cg20790798,grey,
cg20792284,turquoise,TMEM79
cg20792436,grey,ASPSCR1
cg20792512,turquoise,WNT4
cg20793089,grey,MYO5C
cg20795117,blue,SCAMP3
cg20795500,grey,OLA1
cg20795550,turquoise,PSMG2
cg20797740,grey,KPNB1
cg20799095,grey,
cg20799268,turquoise,
cg20799816,turquoise,TTC39C
cg20800296,turquoise,SFPQ
cg20800956,turquoise,DNM3
cg20801464,turquoise,TGIF1
cg20802214,grey,FBXL13
cg20802515,grey,SPO11
cg20803783,turquoise,PHF13
cg20806676,grey,GABBR1
cg20811317,grey,NRCAM
cg20811857,brown,GAA
cg20813491,cyan,PSMB9
cg20813493,turquoise,C11orf60
cg20814026,turquoise,ANKRD53
cg20814095,green,CHRNE
cg20815026,blue,NF1
cg20820997,turquoise,IKZF2
cg20821042,grey,HLA-DQA2
cg20821980,grey,ProSAPiP1
cg20824294,grey,PLS1
cg20824576,turquoise,CD47
cg20825892,grey,MFSD8
cg20826740,grey,
cg20829193,turquoise,BAZ2A
cg20831492,turquoise,BET1
cg20831741,turquoise,CCDC39
cg20835659,grey,MDC1
cg20843277,grey,SHANK2
cg20846042,grey,OXNAD1
cg20846728,grey,MYT1L
cg20847580,midnightblue,FOXP4
cg20847668,grey,NOP10
cg20848291,grey,ZAN
cg20850195,blue,SNORA76
cg20851828,grey,
cg20852226,grey,MYO7A
cg20852890,turquoise,C2orf55
cg20853880,grey,KLF11
cg20854025,turquoise,MTMR14
cg20864214,grey,ARHGEF17
cg20865239,grey,NBR1
cg20867963,grey,C6orf145
cg20872579,blue,MRFAP1
cg20874210,grey,
cg20875182,grey,TCEB3B
cg20876096,grey,
cg20876723,turquoise,WDR81
cg20879576,blue,PKNOX2
cg20885179,purple,VILL
cg20888907,turquoise,LETM2
cg20890313,turquoise,SKAP2
cg20891283,turquoise,YEATS4
cg20891481,turquoise,FOXP1
cg20891558,grey,
cg20891813,turquoise,HLA-F
cg20891862,turquoise,RNASEK
cg20893464,turquoise,PLRG1
cg20894569,grey,NBN
cg20896113,turquoise,RFX4
cg20896738,turquoise,POFUT2
cg20901426,grey,OGFR
cg20903764,grey,WEE1
cg20908224,turquoise,MAML3
cg20909159,turquoise,CFL1
cg20909380,grey,
cg20909645,grey,
cg20911986,grey,ETV6
cg20913137,grey,CYHR1
cg20913732,black,PGAP1
cg20914370,turquoise,TAX1BP1
cg20915333,grey,AHCYL2
cg20916362,grey,
cg20917491,grey,
cg20918484,turquoise,CDC42EP4
cg20918730,turquoise,SLC12A6
cg20922324,blue,HDAC11
cg20923605,grey,
cg20923716,blue,MAPRE2
cg20925726,grey,CTNNB1
cg20927242,grey,HLA-F
cg20927547,brown,
cg20927656,grey,DPPA3
cg20929551,grey,C15orf33
cg20931867,grey,
cg20932348,turquoise,STIM2
cg20935363,grey,PDE2A
cg20940459,blue,CENPL
cg20942286,grey,THBS4
cg20943039,turquoise,
cg20943999,grey,SYTL2
cg20945472,grey,
cg20946056,turquoise,NT5C3
cg20946504,turquoise,YTHDC1
cg20953075,blue,CEBPZ
cg20954975,blue,
cg20955328,grey,KLF15
cg20956634,turquoise,TWF1
cg20957095,turquoise,ZFP91
cg20957739,turquoise,HDHD2
cg20959907,grey,DOCK4
cg20960422,turquoise,SLC39A10
cg20961245,lightgreen,
cg20962901,turquoise,
cg20963592,turquoise,LAP3
cg20964594,grey,CPZ
cg20965255,turquoise,MED1
cg20969151,grey,BMP6
cg20970697,turquoise,PIK3R4
cg20972416,turquoise,NHEJ1
cg20973347,turquoise,DKK3
cg20973561,grey,EXOC4
cg20973720,grey,RASGRF1
cg20979233,turquoise,RGS20
cg20979921,grey,C1QTNF6
cg20982046,grey,
cg20985758,grey,PDXP
cg20988549,turquoise,PPIH
cg20994084,blue,SLC38A10
cg20996351,grey,MAP3K6
cg20996887,grey,SMYD3
cg20999912,grey,PPP2R5A
cg21001184,turquoise,HOXA9
cg21003981,turquoise,TMEM201
cg21004358,grey,
cg21004366,turquoise,ZMYM2
cg21005510,grey,
cg21005756,turquoise,JMJD7
cg21023052,turquoise,CENPA
cg21023520,grey,MPPED1
cg21024122,turquoise,BAT1
cg21026663,turquoise,HIST1H4D
cg21029932,turquoise,ESR2
cg21030419,turquoise,SNX8
cg21032728,turquoise,HSPA2
cg21033440,grey,SIPA1
cg21033514,blue,AGBL3
cg21035222,turquoise,HSPA2
cg21035422,turquoise,BCL2L11
cg21037057,grey,
cg21038156,turquoise,VIPR2
cg21039778,turquoise,GDF7
cg21041100,grey,RAB5B
cg21043815,turquoise,PCBD2
cg21044426,grey,DOT1L
cg21045802,turquoise,TTC35
cg21045841,turquoise,
cg21047695,grey,NKAIN3
cg21049501,grey,SOX9
cg21050234,grey,FAM38B
cg21051519,grey,PKD2L2
cg21052814,grey,RASGRF1
cg21052958,grey,ZNF572
cg21053224,grey,SNORD113-9
cg21053323,grey,SUMO3
cg21053831,grey,
cg21057613,turquoise,CGNL1
cg21058927,grey,CISD2
cg21059366,turquoise,C14orf138
cg21059382,turquoise,ILVBL
cg21059665,brown,ING5
cg21062780,grey,
cg21067540,turquoise,ZNF114
cg21073930,grey,MAST1
cg21074433,grey,B4GALNT1
cg21074594,turquoise,
cg21076702,grey,ZNF566
cg21077049,grey,
cg21077559,turquoise,TMEM155
cg21078994,grey,MBOAT2
cg21080034,turquoise,HSPA1B
cg21080140,turquoise,COL19A1
cg21080246,turquoise,ZDHHC20
cg21080253,grey,C5orf36
cg21080506,turquoise,ZNF721
cg21081097,magenta,CLPTM1
cg21082879,turquoise,MARK2
cg21083314,grey,MRPL33
cg21085022,grey,C6orf106
cg21086066,turquoise,ANKRD13B
cg21089065,grey,NFATC1
cg21092413,turquoise,RNF44
cg21102739,black,CWC22
cg21104276,grey,FZD1
cg21105875,grey,KDM5B
cg21106486,grey,CR1L
cg21107197,turquoise,ATL1
cg21107549,grey,
cg21107924,grey,AKIRIN1
cg21108691,grey,MIR761
cg21109038,grey,ZNF710
cg21109666,grey,DISC1
cg21111256,grey,CYP2A7
cg21114407,grey,
cg21121136,grey,
cg21122375,turquoise,SFRP4
cg21123519,grey,
cg21124552,turquoise,AP4E1
cg21126344,turquoise,SOX9
cg21126969,grey,SFMBT1
cg21127189,grey,RFC1
cg21127268,turquoise,FEZ1
cg21127318,turquoise,RAPGEF6
cg21127601,grey,DLGAP2
cg21130463,grey,HRNBP3
cg21130861,grey,TNFAIP8
cg21131031,turquoise,C4orf19
cg21131796,grey,NCOR2
cg21136399,grey,
cg21138405,grey,IRF1
cg21139150,grey,
cg21141318,turquoise,
cg21142257,turquoise,ATP6V1B2
cg21144063,grey,
cg21144714,turquoise,RPS14
cg21145136,grey,SH3GL3
cg21146833,grey,
cg21148362,grey,
cg21149582,turquoise,DFFA
cg21151335,turquoise,GPR63
cg21154964,grey,HECW1
cg21155461,grey,ZNF544
cg21157115,blue,APTX
cg21158896,blue,RPS13
cg21159778,grey,DFNB31
cg21160290,grey,ABO
cg21162694,turquoise,ZNF643
cg21163347,grey,SLC6A3
cg21164095,pink,BAI2
cg21164509,blue,
cg21166785,turquoise,EEF1B2
cg21167269,grey,
cg21167402,grey,SDHAP3
cg21167587,grey,RNF38
cg21170041,grey,GDA
cg21171335,grey,WDR66
cg21173623,turquoise,TMEM141
cg21176755,grey,C9orf21
cg21177396,grey,
cg21180286,grey,
cg21183846,turquoise,FMO4
cg21185289,grey,TLX2
cg21186299,grey,VGF
cg21186576,grey,
cg21186663,turquoise,CITED2
cg21187462,blue,BNC2
cg21191710,turquoise,C11orf80
cg21192065,turquoise,UBR3
cg21193440,turquoise,PTBP1
cg21194015,blue,PHF15
cg21197425,grey,NHEDC1
cg21199988,turquoise,TMX2
cg21205663,turquoise,
cg21206147,grey,KLHL29
cg21206266,turquoise,MTDH
cg21206277,grey,ZBTB7A
cg21211367,grey,
cg21211480,turquoise,TMEM106A
cg21212494,turquoise,KLHL12
cg21213617,grey,LHX6
cg21216204,blue,FOXO1
cg21216600,turquoise,DGKI
cg21216618,grey,ZDHHC21
cg21218899,blue,VASP
cg21219373,grey,PPP1R13L
cg21220551,turquoise,SCAI
cg21220708,turquoise,
cg21220721,grey,ACOT7
cg21221545,grey,
cg21222634,blue,GNAS
cg21226059,grey,RUFY1
cg21228957,grey,PDK2
cg21230774,brown,HEXB
cg21232129,pink,MTP18
cg21233275,turquoise,MCM6
cg21234162,grey,PTPDC1
cg21234561,grey,TXNRD1
cg21235746,grey,LOC149837
cg21237687,grey,ALOX12
cg21237861,grey,PARD6G
cg21238284,grey,
cg21239184,turquoise,RNF20
cg21239265,turquoise,WBSCR16
cg21240492,blue,EIF4A1
cg21240861,turquoise,DNAJB6
cg21242009,grey,
cg21245492,grey,IGF1R
cg21247472,turquoise,RQCD1
cg21247757,grey,TXNDC15
cg21248590,turquoise,CNP
cg21248987,grey,SDK1
cg21249376,grey,MOBKL2B
cg21252282,grey,
cg21252812,turquoise,ELK3
cg21254083,turquoise,PVRL1
cg21254171,turquoise,MRPL1
cg21258057,grey,FLJ16779
cg21268422,grey,BACE2
cg21269400,turquoise,TUBB
cg21270243,grey,ATIC
cg21272279,grey,GLIPR1L2
cg21273027,turquoise,TRIM26
cg21273098,blue,SMPD2
cg21273366,grey,DLEU1
cg21273746,grey,TSSC1
cg21280014,grey,PTPRN2
cg21280320,grey,
cg21281001,turquoise,CTSB
cg21281009,grey,ANKRD30B
cg21284119,turquoise,WRNIP1
cg21287936,turquoise,ZNF667
cg21288778,grey,THOC1
cg21292152,blue,ZNF829
cg21292909,grey,NOSIP
cg21293562,magenta,
cg21294935,turquoise,VAX2
cg21297282,grey,ST6GALNAC5
cg21297314,grey,HLA-E
cg21298523,blue,NUDT9
cg21299458,grey,SCARF2
cg21302724,blue,NR2F6
cg21303655,grey,KCND3
cg21305471,turquoise,ZNF671
cg21321885,turquoise,NDE1
cg21327887,turquoise,MAPT
cg21331362,grey,
cg21334191,grey,HPS3
cg21336547,grey,AKAP8
cg21338523,grey,ARHGAP15
cg21341586,turquoise,EIF4E
cg21341821,grey,DIP2C
cg21346818,turquoise,ATP5G1
cg21349645,turquoise,LOC642846
cg21351392,grey,AGPAT4
cg21352158,grey,
cg21352943,pink,C12orf41
cg21352959,blue,TEX2
cg21353292,turquoise,MYCN
cg21356179,yellow,C17orf106
cg21357361,grey,AGAP1
cg21358336,grey,
cg21359254,blue,
cg21359468,turquoise,
cg21364560,grey,MYOF
cg21365564,turquoise,BLOC1S2
cg21372595,grey,
cg21374208,purple,DNAJC1
cg21380183,turquoise,ATP9A
cg21381525,grey,NSUN6
cg21382890,turquoise,NFE2L2
cg21383151,grey,TBC1D12
cg21384492,grey,SNED1
cg21389753,turquoise,TBX2
cg21395152,turquoise,ATF3
cg21395723,grey,GTPBP1
cg21396998,blue,TAP2
cg21397540,grey,
cg21401457,grey,
cg21402921,grey,GABRA5
cg21407839,turquoise,DYRK1A
cg21415068,grey,TROAP
cg21418104,grey,
cg21422164,grey,RASA3
cg21424120,turquoise,NMUR1
cg21424801,turquoise,MRPS18B
cg21427119,grey,HM13
cg21428081,turquoise,
cg21428647,turquoise,HES1
cg21428710,grey,SLC38A4
cg21428833,turquoise,LMBRD1
cg21428990,turquoise,
cg21431338,grey,C20orf20
cg21432322,grey,TMEM19
cg21433313,grey,NAT15
cg21433558,grey,CNTNAP1
cg21434132,grey,
cg21434563,turquoise,MAP3K4
cg21435684,turquoise,
cg21436120,grey,PBX1
cg21438664,grey,HNRNPC
cg21446692,turquoise,MTRF1
cg21447117,turquoise,HOXA11
cg21447227,grey,WDR60
cg21448554,turquoise,SFRS3
cg21449450,turquoise,
cg21450784,grey,C19orf20
cg21451504,grey,KDM4A
cg21453443,blue,HIST3H2A
cg21454030,blue,NCAPG
cg21457031,turquoise,SLC25A23
cg21461805,grey,UBAC2
cg21463349,turquoise,EN1
cg21465061,grey,TUBGCP3
cg21465176,grey,C17orf101
cg21465517,turquoise,RPS21
cg21466874,turquoise,METTL5
cg21468511,turquoise,ZSCAN22
cg21468825,turquoise,PAIP2B
cg21469772,grey,LHX6
cg21471580,grey,PIWIL2
cg21472506,turquoise,OTX1
cg21474955,grey,GCHFR
cg21474964,turquoise,ZBTB11
cg21475076,grey,
cg21477907,turquoise,NCALD
cg21480646,turquoise,ZFAND6
cg21482265,grey,PAX8
cg21482837,blue,ELMOD3
cg21483125,grey,TIPARP
cg21483475,blue,DHX36
cg21484985,grey,
cg21486411,turquoise,CLNS1A
cg21486944,turquoise,ZSCAN23
cg21489863,grey,FLOT2
cg21492832,turquoise,TMEM121
cg21494337,turquoise,CENPO
cg21495139,grey,TMEM179
cg21497057,turquoise,RQCD1
cg21497417,blue,TRA2B
cg21497602,yellow,DUSP16
cg21499430,turquoise,WIBG
cg21501616,turquoise,DCUN1D4
cg21502888,grey,
cg21503345,grey,
cg21507807,grey,RASA3
cg21507882,turquoise,IPO11
cg21508023,blue,STK10
cg21512185,turquoise,GEMIN6
cg21513088,grey,
cg21515243,yellow,RIOK3
cg21515788,turquoise,KPNB1
cg21515898,turquoise,LEF1
cg21516302,grey,
cg21516384,grey,RNF213
cg21520933,grey,KLF14
